ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
335,0.71,Premium,F,VS2,62.6,2803,3947.887324,44.77635783,Negative,NR
336,0.71,Premium,F,VS2,58,2803,3947.887324,48.32758621,Negative,NR
337,0.71,Premium,G,VS1,62.4,2803,3947.887324,44.91987179,Negative,NR
338,0.77,Premium,G,VS2,61.3,2803,3640.25974,45.72593801,Negative,NR
339,0.71,Premium,G,VS2,59.9,2803,3947.887324,46.79465776,SN,NR
340,0.78,Premium,G,VS2,60.8,2803,3593.589744,46.10197368,Negative,NR
341,0.71,Very Good,G,VS1,63.5,2803,3947.887324,44.14173228,SN,NR
342,0.91,Ideal,D,SI2,62.2,2803,3080.21978,45.06430868,SN,NR
343,0.71,Very Good,E,VS2,63.8,2804,3949.295775,43.94984326,SP,NR
344,0.71,Very Good,E,VS2,64,2804,3949.295775,43.8125,NR,NR
345,0.8,Very Good,E,SI2,62.5,2804,3505,44.864,NR,NR
346,0.7,Very Good,D,SI1,62.3,2804,4005.714286,45.00802568,NR,NR
347,0.72,Ideal,F,VS1,61.7,2804,3894.444444,45.44570502,Negative,NR
348,0.72,Very Good,F,VS1,62.2,2804,3894.444444,45.08038585,Positive,NR
349,0.82,Ideal,H,VS2,61.5,2804,3419.512195,45.59349593,Positve,NR
350,0.7,Ideal,D,SI1,61,2804,4005.714286,45.96721311,NR,NR
351,0.72,Ideal,D,SI1,62.2,2804,3894.444444,45.08038585,NR,NR
352,0.72,Ideal,D,SI1,61.5,2804,3894.444444,45.59349593,SP,NR
353,0.9,Fair,I,SI1,67.3,2804,3115.555556,41.66419019,SN,NR
354,0.74,Premium,F,VS2,61.7,2805,3790.540541,45.46191248,SN,NR
355,0.74,Premium,F,VS2,61.9,2805,3790.540541,45.31502423,Negative,NR
356,0.73,Ideal,E,SI2,61.8,2805,3842.465753,45.38834951,Negative,NR
357,0.57,Fair,E,VVS1,58.7,2805,4921.052632,47.78534923,Negative,NR
358,0.73,Premium,F,VS2,62.5,2805,3842.465753,44.88,Negative,NR
359,0.72,Ideal,G,VS2,62.8,2805,3895.833333,44.6656051,SN,NR
360,0.74,Fair,F,VS2,61.1,2805,3790.540541,45.90834697,Negative,NR
361,0.82,Good,G,VS2,64,2805,3420.731707,43.828125,SN,NR
362,0.81,Very Good,G,SI1,62.5,2806,3464.197531,44.896,SN,NR
363,0.75,Very Good,H,VVS1,60.6,2806,3741.333333,46.30363036,SP,NR
364,0.7,Ideal,F,SI1,61.6,2806,4008.571429,45.55194805,NR,Positive
365,0.71,Very Good,F,VS1,62.2,2807,3953.521127,45.12861736,NR,Positive
366,0.71,Very Good,F,VS1,60,2807,3953.521127,46.78333333,NR,Positive
367,0.93,Premium,J,SI2,61.9,2807,3018.27957,45.34733441,Negative,Positive
368,0.8,Very Good,H,VS2,62.8,2808,3510,44.7133758,Positive,Positive
369,0.7,Very Good,F,VS1,62,2808,4011.428571,45.29032258,Negative,Positive
370,1,Fair,G,I1,66.4,2808,2808,42.28915663,Positive,Positive
371,0.75,Very Good,G,VS2,63.4,2808,3744,44.29022082,Positve,Positive
372,0.58,Ideal,E,VVS2,60.9,2808,4841.37931,46.10837438,NR,Positive
373,0.73,Very Good,D,SI1,63.1,2808,3846.575342,44.50079239,NR,Positive
374,0.81,Very Good,F,SI1,63.1,2809,3467.901235,44.51664025,SP,Positive
375,0.81,Premium,D,SI2,59.2,2809,3467.901235,47.44932432,SN,Positive
376,0.71,Premium,F,SI1,60.7,2809,3956.338028,46.276771,SN,Positive
377,1.2,Fair,F,I1,64.6,2809,2340.833333,43.48297214,Negative,Positive
378,0.7,Very Good,F,VS1,61.8,2810,4014.285714,45.46925566,Negative,Positive
379,0.7,Very Good,F,VS1,59.9,2810,4014.285714,46.9115192,Negative,Positive
380,0.74,Ideal,D,SI2,61.7,2810,3797.297297,45.54294976,Negative,Positive
381,0.7,Good,F,VS1,62.8,2810,4014.285714,44.74522293,SN,Positive
382,0.8,Good,G,SI1,62.7,2810,3512.5,44.81658692,Negative,Positive
383,0.75,Very Good,F,SI1,63.4,2811,3748,44.33753943,SN,Positive
384,0.83,Very Good,D,SI1,63.5,2811,3386.746988,44.26771654,SN,Positive
385,1,Fair,J,VS2,65.7,2811,2811,42.78538813,SP,Positive
386,0.99,Fair,I,SI2,68.1,2811,2839.393939,41.27753304,NR,Positive
387,0.7,Very Good,G,VS1,63,2812,4017.142857,44.63492063,NR,Positive
388,0.7,Very Good,F,VS2,59.5,2812,4017.142857,47.2605042,NR,Positive
389,0.7,Good,E,SI1,63.5,2812,4017.142857,44.28346457,Negative,Positive
390,0.7,Very Good,F,VS2,61.7,2812,4017.142857,45.57536467,Positive,Positive
391,0.32,Premium,I,SI1,62.7,554,1731.25,8.835725678,Positve,Positive
392,0.32,Premium,I,SI1,62.8,554,1731.25,8.821656051,NR,Positive
393,0.32,Ideal,I,SI1,62.4,554,1731.25,8.878205128,NR,Positive
394,0.32,Premium,I,SI1,61,554,1731.25,9.081967213,SP,Positive
395,0.32,Very Good,I,SI1,63.1,554,1731.25,8.779714739,SN,Positive
396,0.32,Ideal,I,SI1,60.7,554,1731.25,9.126853377,SN,Positive
397,0.3,Premium,H,SI1,60.9,554,1846.666667,9.096880131,Negative,Positive
398,0.3,Premium,H,SI1,60.1,554,1846.666667,9.21797005,Negative,Positive
399,0.3,Premium,H,SI1,62.9,554,1846.666667,8.807631161,Negative,Positive
400,0.3,Very Good,H,SI1,63.3,554,1846.666667,8.751974724,Negative,Positive
401,0.3,Good,H,SI1,63.8,554,1846.666667,8.68338558,SN,Positive
402,0.3,Ideal,H,SI1,62.9,554,1846.666667,8.807631161,Negative,Positive
403,0.3,Very Good,H,SI1,63.4,554,1846.666667,8.738170347,Negative,Positve
404,0.32,Good,I,SI1,63.9,554,1731.25,8.669796557,Positive,Positve
405,0.33,Ideal,H,SI2,61.4,554,1678.787879,9.022801303,Positve,Positve
406,0.29,Very Good,E,VS1,61.9,555,1913.793103,8.966074313,NR,Positve
407,0.29,Very Good,E,VS1,62.4,555,1913.793103,8.894230769,NR,Positve
408,0.31,Very Good,F,SI1,61.8,555,1790.322581,8.980582524,SP,Positve
409,0.34,Ideal,H,VS2,61.5,555,1632.352941,9.024390244,SN,Positve
410,0.34,Ideal,H,VS2,60.4,555,1632.352941,9.188741722,SN,Positve
411,0.34,Ideal,I,VS1,61.8,555,1632.352941,8.980582524,Negative,Positve
412,0.34,Ideal,I,VS1,62,555,1632.352941,8.951612903,Negative,Positve
413,0.3,Ideal,G,VS1,62.3,555,1850,8.908507223,Negative,Positve
414,0.29,Ideal,F,VS1,61.6,555,1913.793103,9.00974026,Negative,Positve
415,0.35,Ideal,G,SI1,60.6,555,1585.714286,9.158415842,SN,Positve
416,0.43,Very Good,E,I1,58.4,555,1290.697674,9.503424658,Negative,Positve
417,0.32,Very Good,F,VS2,61.4,556,1737.5,9.055374593,SN,Positve
418,0.36,Ideal,I,VS2,61.9,556,1544.444444,8.982229402,SN,Positve
419,0.3,Ideal,G,VS2,62,556,1853.333333,8.967741935,SP,Positve
420,0.26,Ideal,E,VS1,61.5,556,2138.461538,9.040650407,NR,Positve
421,0.7,Very Good,F,VS2,62.3,2812,4017.142857,45.1364366,NR,Positve
422,0.7,Very Good,F,VS2,60.9,2812,4017.142857,46.17405583,NR,Positve
423,0.71,Ideal,D,SI1,62.4,2812,3960.56338,45.06410256,Negative,Positve
424,0.99,Fair,J,SI1,55,2812,2840.40404,51.12727273,Positive,Positve
425,0.73,Premium,E,VS2,58.6,2812,3852.054795,47.98634812,Positve,Positve
426,0.51,Ideal,F,VVS1,62,2812,5513.72549,45.35483871,NR,Positve
427,0.91,Premium,G,SI2,59.8,2813,3091.208791,47.04013378,NR,Positve
428,0.84,Very Good,E,SI1,63.4,2813,3348.809524,44.36908517,SP,Positve
429,0.91,Good,I,VS2,64.3,2813,3091.208791,43.74805599,SN,Positve
430,0.76,Premium,E,SI1,62.2,2814,3702.631579,45.24115756,SN,Positve
431,0.76,Ideal,E,SI1,61.7,2814,3702.631579,45.60777958,Negative,Positve
432,0.75,Premium,E,SI1,61.1,2814,3752,46.05564648,Negative,Positve
433,0.55,Very Good,D,VVS1,61.5,2815,5118.181818,45.77235772,Negative,Positve
434,0.76,Very Good,F,SI2,58.5,2815,3703.947368,48.11965812,Negative,Positve
435,0.74,Premium,G,VS1,61.7,2815,3804.054054,45.62398703,SN,Positve
436,0.7,Ideal,H,SI1,60.4,2815,4021.428571,46.60596026,Negative,Positve
437,0.7,Ideal,H,SI1,61.4,2815,4021.428571,45.84690554,SN,Positve
438,0.7,Ideal,H,SI1,61.5,2815,4021.428571,45.77235772,SN,Positve
439,0.7,Ideal,H,SI1,61.4,2815,4021.428571,45.84690554,SP,SN
440,0.9,Fair,J,VS2,65,2815,3127.777778,43.30769231,NR,SN
441,0.95,Fair,F,SI2,56,2815,2963.157895,50.26785714,NR,SN
442,0.89,Premium,H,SI2,60.2,2815,3162.921348,46.76079734,NR,SN
443,0.72,Premium,E,VS2,58.3,2815,3909.722222,48.28473413,Negative,SN
444,0.96,Fair,E,SI2,53.1,2815,2932.291667,53.01318267,Positive,SN
445,1.02,Premium,G,I1,60.3,2815,2759.803922,46.68325041,Positve,SN
446,0.78,Very Good,I,VVS2,61.4,2816,3610.25641,45.86319218,NR,SN
447,0.61,Ideal,G,VVS2,60.1,2816,4616.393443,46.85524126,NR,SN
448,0.71,Good,D,VS1,63.4,2816,3966.197183,44.41640379,SP,SN
449,0.78,Premium,F,SI1,61.5,2816,3610.25641,45.78861789,SN,SN
450,0.87,Ideal,H,SI2,62.7,2816,3236.781609,44.9122807,SN,SN
451,0.83,Ideal,H,SI1,62.5,2816,3392.771084,45.056,Negative,SN
452,0.71,Premium,E,SI1,61.3,2817,3967.605634,45.954323,Negative,SN
453,0.71,Ideal,I,VVS2,60.2,2817,3967.605634,46.79401993,Negative,SN
454,0.71,Ideal,E,VS2,62.7,2817,3967.605634,44.92822967,Negative,SN
455,0.71,Premium,E,VS2,62.3,2817,3967.605634,45.21669342,SN,SN
456,0.63,Ideal,F,VVS2,61.5,2817,4471.428571,45.80487805,Negative,SN
457,0.71,Premium,E,SI1,59.2,2817,3967.605634,47.58445946,SN,SN
458,0.71,Premium,E,SI1,61.8,2817,3967.605634,45.58252427,SN,SN
459,0.71,Ideal,E,SI1,61.3,2817,3967.605634,45.954323,SP,SN
460,0.71,Premium,E,SI1,61.4,2817,3967.605634,45.87947883,NR,SN
461,0.9,Ideal,J,VS2,62.8,2817,3130,44.8566879,NR,SN
462,0.71,Good,E,SI1,62.8,2817,3967.605634,44.8566879,NR,SN
463,0.7,Premium,E,VS2,62.4,2818,4025.714286,45.16025641,Negative,SN
464,0.7,Premium,E,VS2,59.3,2818,4025.714286,47.52107926,Positive,SN
465,0.7,Premium,E,VS2,63,2818,4025.714286,44.73015873,Positve,SN
466,1,Premium,H,I1,61.3,2818,2818,45.97063622,NR,SN
467,0.86,Premium,F,SI2,59.3,2818,3276.744186,47.52107926,NR,SN
468,0.8,Ideal,H,SI1,61,2818,3522.5,46.19672131,SP,SN
469,0.7,Ideal,E,VS1,62.9,2818,4025.714286,44.80127186,SN,SN
470,0.7,Premium,E,VS1,59.6,2818,4025.714286,47.28187919,SN,SN
471,0.7,Premium,F,VS2,61.8,2818,4025.714286,45.5987055,Negative,SN
472,0.7,Premium,E,VS1,62.7,2818,4025.714286,44.94417863,Negative,SN
473,1,Fair,H,SI2,65.3,2818,2818,43.15467075,Negative,SN
474,0.72,Very Good,G,VS1,63.8,2819,3915.277778,44.18495298,Negative,SN
475,0.72,Ideal,H,VS1,62.3,2819,3915.277778,45.24879615,SN,SN
476,0.7,Good,F,VS1,59.7,2819,4027.142857,47.21943049,Negative,SN
477,0.86,Good,F,SI2,64.3,2819,3277.906977,43.84136858,SN,SN
478,0.71,Ideal,G,VS1,62.9,2820,3971.830986,44.83306836,SN,SN
479,0.75,Ideal,E,SI1,62,2821,3761.333333,45.5,SP,SN
480,0.73,Premium,E,VS2,61.6,2821,3864.383562,45.79545455,NR,SN
481,0.53,Ideal,E,VVS1,61.9,2821,5322.641509,45.57350565,NR,SN
482,0.73,Premium,E,SI1,61.3,2821,3864.383562,46.01957586,NR,SN
483,0.73,Good,E,SI1,63.6,2821,3864.383562,44.35534591,Negative,SN
484,0.73,Premium,E,SI1,59.6,2821,3864.383562,47.33221477,Positive,SN
485,0.73,Premium,E,SI1,62.2,2821,3864.383562,45.35369775,Positve,SN
486,0.73,Premium,D,SI1,61.7,2821,3864.383562,45.72123177,NR,SN
487,0.73,Very Good,E,SI1,63.2,2821,3864.383562,44.63607595,NR,SN
488,0.7,Premium,E,VS1,60.8,2822,4031.428571,46.41447368,SP,SN
489,0.72,Premium,E,VS2,60.3,2822,3919.444444,46.79933665,SN,SN
490,0.72,Premium,E,VS2,60.9,2822,3919.444444,46.33825944,SN,SN
491,0.72,Premium,E,VS2,62.4,2822,3919.444444,45.22435897,Negative,SN
492,0.7,Premium,E,VS2,60.2,2822,4031.428571,46.87707641,Negative,SN
493,0.6,Ideal,F,VVS2,62,2822,4703.333333,45.51612903,Negative,SN
494,0.74,Ideal,I,VVS1,60.8,2822,3813.513514,46.41447368,Negative,SN
495,0.73,Ideal,F,SI1,62.1,2822,3865.753425,45.44283414,SN,SN
496,0.71,Premium,D,SI1,62.7,2822,3974.647887,45.00797448,Negative,SN
497,0.71,Premium,D,SI1,61.3,2822,3974.647887,46.03588907,SN,SN
498,0.7,Premium,D,SI1,60.2,2822,4031.428571,46.87707641,SN,SN
499,0.7,Ideal,D,SI1,60.7,2822,4031.428571,46.49093904,SP,SN
500,0.9,Good,J,VS2,64,2822,3135.555556,44.09375,NR,SN
501,0.71,Ideal,D,SI1,60.2,2822,3974.647887,46.87707641,NR,SN
502,0.7,Premium,E,VS2,61.5,2822,4031.428571,45.88617886,NR,SN
503,0.7,Premium,E,VS2,62.6,2822,4031.428571,45.0798722,Negative,SN
504,0.7,Ideal,D,SI1,59.7,2822,4031.428571,47.26968174,Positive,SN
505,0.7,Good,E,SI1,61.4,2822,4031.428571,45.96091205,Positve,SN
506,0.7,Ideal,D,SI1,62.5,2822,4031.428571,45.152,NR,SN
507,0.7,Ideal,D,SI1,61.8,2822,4031.428571,45.66343042,NR,SN
508,0.7,Premium,E,VS2,60.7,2822,4031.428571,46.49093904,Negative,SN
509,0.7,Premium,F,VS2,60.6,2822,4031.428571,46.56765677,Positive,SN
510,0.7,Ideal,D,SI1,61.4,2822,4031.428571,45.96091205,Positve,SN
511,0.79,Very Good,D,SI2,62.8,2823,3573.417722,44.9522293,NR,SN
512,0.9,Good,I,SI1,63.8,2823,3136.666667,44.2476489,NR,SN
513,0.71,Premium,E,VS2,62.3,2823,3976.056338,45.31300161,SP,SN
514,0.61,Ideal,E,VVS2,61.3,2823,4627.868852,46.05220228,SN,SN
515,0.9,Fair,H,SI2,65.8,2823,3136.666667,42.90273556,SN,SN
516,0.71,Ideal,E,SI1,60.5,2823,3976.056338,46.66115702,Negative,SN
517,0.71,Premium,D,VS2,61.2,2824,3977.464789,46.14379085,Negative,SN
518,0.77,Ideal,I,VVS2,62.1,2824,3667.532468,45.47504026,Negative,SN
519,0.74,Good,E,VS1,63.1,2824,3816.216216,44.75435816,Negative,SN
520,0.82,Ideal,F,SI2,62.4,2824,3443.902439,45.25641026,SN,SN
521,0.82,Premium,E,SI2,60.8,2824,3443.902439,46.44736842,Negative,SN
522,0.71,Premium,G,VS1,62.2,2825,3978.873239,45.41800643,SN,SN
523,0.83,Premium,H,SI1,60,2825,3403.614458,47.08333333,SN,SN
524,0.73,Very Good,G,VS1,62,2825,3869.863014,45.56451613,SP,SN
525,0.83,Premium,H,SI1,62.5,2825,3403.614458,45.2,NR,SN
526,1.17,Premium,J,I1,60.2,2825,2414.529915,46.9269103,NR,SN
527,0.91,Fair,H,SI2,61.3,2825,3104.395604,46.08482871,NR,SN
528,0.73,Premium,E,VS1,62.6,2826,3871.232877,45.14376997,Negative,SN
529,0.7,Good,E,VS1,57.2,2826,4037.142857,49.40559441,Positive,SN
530,0.9,Premium,I,SI2,62.2,2826,3140,45.4340836,Positve,SN
531,0.7,Premium,E,VS1,62.2,2826,4037.142857,45.4340836,NR,SN
532,0.7,Very Good,D,VS2,63.3,2826,4037.142857,44.64454976,NR,SN
533,0.7,Premium,E,VS1,59.4,2826,4037.142857,47.57575758,SP,SN
534,0.9,Very Good,I,SI2,63.5,2826,3140,44.50393701,SN,SN
535,0.78,Premium,F,SI1,60.8,2826,3623.076923,46.48026316,SN,SN
536,0.96,Ideal,F,I1,60.7,2826,2943.75,46.5568369,Negative,SN
537,0.7,Very Good,D,SI1,62.3,2827,4038.571429,45.37720706,Negative,SN
538,0.72,Good,D,VS2,64,2827,3926.388889,44.171875,Negative,SN
539,0.79,Premium,H,VVS2,62.6,2827,3578.481013,45.15974441,Negative,SN
540,0.7,Ideal,H,VVS1,61.6,2827,4038.571429,45.89285714,SN,SN
541,0.7,Ideal,H,VVS1,62.3,2827,4038.571429,45.37720706,Negative,SN
542,0.7,Ideal,D,SI2,60.6,2828,4040,46.66666667,SN,SN
543,1.01,Premium,H,SI2,61.6,2828,2800,45.90909091,SN,SN
544,0.72,Premium,F,VS1,62.2,2829,3929.166667,45.48231511,SP,SN
545,0.8,Good,E,SI2,63.7,2829,3536.25,44.41130298,NR,SN
546,0.59,Ideal,E,VVS1,62,2829,4794.915254,45.62903226,NR,SN
547,0.72,Ideal,F,VS1,61.7,2829,3929.166667,45.85089141,NR,SN
548,0.75,Premium,E,SI2,61.9,2829,3772,45.70274637,Negative,SN
549,0.8,Premium,E,SI2,60.2,2829,3536.25,46.99335548,Positive,SN
550,0.71,Very Good,E,VS2,62.7,2830,3985.915493,45.13556619,Positve,SN
551,0.77,Very Good,H,SI1,61.7,2830,3675.324675,45.86709887,NR,SN
552,0.97,Ideal,F,I1,60.7,2830,2917.525773,46.62273476,NR,SN
553,0.53,Ideal,F,VVS1,60.9,2830,5339.622642,46.46962233,SP,SN
554,0.53,Ideal,F,VVS1,61.8,2830,5339.622642,45.79288026,SN,SN
555,0.8,Ideal,I,VS2,62.1,2830,3537.5,45.57165862,SN,SN
556,0.9,Premium,G,SI1,60.6,2830,3144.444444,46.69966997,Negative,SN
557,0.76,Very Good,E,SI2,60.8,2831,3725,46.5625,Negative,SN
558,0.72,Ideal,E,SI1,62.3,2831,3931.944444,45.44141252,Negative,SN
559,0.75,Ideal,E,SI1,61.4,2831,3774.666667,46.10749186,Negative,SN
560,0.72,Premium,E,SI1,62.1,2831,3931.944444,45.58776167,SN,SN
561,0.79,Ideal,G,SI1,61.8,2831,3583.544304,45.80906149,Negative,SN
562,0.72,Very Good,F,VS2,62.5,2832,3933.333333,45.312,SN,SN
563,0.91,Very Good,I,SI2,62.8,2832,3112.087912,45.0955414,SN,SN
564,0.71,Premium,G,VVS2,62.1,2832,3988.732394,45.60386473,SP,SN
565,0.81,Premium,G,SI1,63,2832,3496.296296,44.95238095,NR,SN
566,0.82,Ideal,H,SI1,62.5,2832,3453.658537,45.312,NR,SN
567,0.71,Premium,F,VS1,62.2,2832,3988.732394,45.53054662,NR,SN
568,0.9,Good,J,SI1,64.3,2832,3146.666667,44.04354588,Negative,SN
569,0.8,Very Good,I,VS2,62,2833,3541.25,45.69354839,Positive,SN
570,0.56,Very Good,E,IF,61,2833,5058.928571,46.44262295,Negative,SN
571,0.7,Very Good,D,VS2,59.6,2833,4047.142857,47.53355705,Positive,SN
572,0.7,Ideal,D,VS2,61,2833,4047.142857,46.44262295,Positve,SN
573,0.61,Ideal,F,VVS2,61.7,2833,4644.262295,45.91572123,NR,SN
574,0.85,Ideal,H,SI2,62.5,2833,3332.941176,45.328,NR,SN
575,0.7,Ideal,F,SI1,60.7,2833,4047.142857,46.67215815,SP,SN
576,0.8,Ideal,G,VS2,62.2,2834,3542.5,45.56270096,SN,SN
577,0.8,Ideal,H,VS2,62.8,2834,3542.5,45.12738854,SN,SN
578,0.51,Very Good,D,VVS1,59.9,2834,5556.862745,47.31218698,Negative,SN
579,0.53,Ideal,F,VVS1,61.4,2834,5347.169811,46.15635179,Negative,SN
580,0.78,Ideal,I,VS2,61.8,2834,3633.333333,45.85760518,Negative,SN
581,0.9,Very Good,J,SI1,63.4,2834,3148.888889,44.70031546,Negative,SN
582,0.9,Fair,G,SI2,65.3,2834,3148.888889,43.39969372,SN,SN
583,0.77,Ideal,E,SI2,60.7,2834,3680.519481,46.68863262,Negative,SN
584,0.73,Ideal,F,VS1,61.2,2835,3883.561644,46.32352941,SN,SN
585,0.63,Ideal,F,VVS2,61.9,2835,4500,45.7996769,SN,SN
586,0.7,Ideal,E,VS2,61.5,2835,4050,46.09756098,SP,SN
587,0.72,Ideal,E,VS2,62.8,2835,3937.5,45.1433121,NR,SN
588,0.72,Ideal,E,SI1,61,2835,3937.5,46.47540984,NR,SN
589,0.75,Premium,F,VS2,59.6,2835,3780,47.56711409,NR,SN
590,0.82,Very Good,H,SI1,60.7,2836,3458.536585,46.72158155,Negative,SN
591,0.71,Good,E,VS2,62.8,2836,3994.366197,45.15923567,Positive,SN
592,0.7,Premium,E,VS1,62.6,2837,4052.857143,45.31948882,Positve,SN
593,0.7,Ideal,E,VS1,61.8,2837,4052.857143,45.90614887,NR,SN
594,0.71,Ideal,F,SI1,59.8,2838,3997.183099,47.45819398,NR,SN
595,0.76,Very Good,H,SI1,60.9,2838,3734.210526,46.60098522,SP,SN
596,0.82,Fair,F,SI1,64.9,2838,3460.97561,43.72881356,SN,SN
597,0.72,Premium,F,VS1,58.8,2838,3941.666667,48.26530612,SN,SN
598,0.7,Premium,F,VS2,62.3,2838,4054.285714,45.55377207,Negative,SP
599,0.7,Premium,F,VS2,61.7,2838,4054.285714,45.99675851,Negative,SP
600,0.7,Premium,G,VS1,62.6,2838,4054.285714,45.33546326,Negative,SP
601,0.7,Premium,F,VS2,59.4,2838,4054.285714,47.77777778,Negative,SP
602,0.7,Very Good,E,SI1,63.5,2838,4054.285714,44.69291339,SN,SP
603,0.7,Premium,F,VS2,60.9,2838,4054.285714,46.60098522,Negative,SP
604,0.7,Premium,F,VS2,59.5,2838,4054.285714,47.69747899,Negative,SP
605,0.7,Premium,G,VS1,63,2838,4054.285714,45.04761905,Positive,SP
606,0.74,Very Good,E,SI1,60,2839,3836.486486,47.31666667,Positve,SP
607,0.71,Ideal,F,VS1,61.5,2839,3998.591549,46.16260163,NR,SP
608,0.7,Ideal,F,VS1,61.6,2839,4055.714286,46.08766234,NR,SP
609,0.71,Ideal,F,VS1,62.1,2839,3998.591549,45.71658615,SP,SP
610,0.71,Premium,F,VS1,59.1,2839,3998.591549,48.03722504,SN,SP
611,0.71,Premium,F,VS1,59,2839,3998.591549,48.11864407,SN,SP
612,0.71,Premium,F,VS1,60.5,2839,3998.591549,46.92561983,Negative,SP
613,0.7,Ideal,F,VS1,62.4,2839,4055.714286,45.49679487,Negative,SP
614,0.73,Ideal,G,VS2,61.8,2839,3889.041096,45.93851133,Negative,SP
615,0.7,Ideal,E,VS2,62.1,2839,4055.714286,45.71658615,Negative,SP
616,0.7,Ideal,G,VS1,61.3,2839,4055.714286,46.3132137,SN,SP
617,0.71,Premium,G,VVS2,60.3,2839,3998.591549,47.08126036,Negative,SP
618,0.71,Premium,F,VS1,59.2,2839,3998.591549,47.95608108,SN,SP
619,0.79,Premium,G,VS2,59.3,2839,3593.670886,47.87521079,SN,SP
620,0.71,Premium,F,VS1,62.7,2839,3998.591549,45.27910686,SP,SP
621,0.77,Very Good,H,VS1,61,2840,3688.311688,46.55737705,NR,SP
622,0.75,Very Good,F,SI2,59.8,2840,3786.666667,47.4916388,NR,SP
623,0.7,Ideal,F,SI1,61,2840,4057.142857,46.55737705,NR,SP
624,0.71,Premium,F,VS2,59.3,2840,4000,47.8920742,Negative,SP
625,0.92,Ideal,D,SI2,61.9,2840,3086.956522,45.88045234,Positive,SP
626,0.83,Premium,F,SI2,61.4,2840,3421.686747,46.25407166,Positve,SP
627,0.7,Premium,H,VVS1,59.2,2840,4057.142857,47.97297297,NR,SP
628,0.73,Premium,F,VS2,60.3,2841,3891.780822,47.11442786,NR,SP
629,0.71,Very Good,D,VS1,63.4,2841,4001.408451,44.81072555,SP,SP
630,0.73,Very Good,D,SI1,63.9,2841,3891.780822,44.4600939,SN,SP
631,0.82,Ideal,F,SI2,61.7,2841,3464.634146,46.04538088,SN,SP
632,0.82,Ideal,F,SI2,62.3,2841,3464.634146,45.60192616,Negative,SP
633,0.82,Very Good,F,SI2,59.7,2841,3464.634146,47.5879397,Negative,SP
634,0.52,Ideal,F,VVS1,61.2,2841,5463.461538,46.42156863,Negative,SP
635,1,Premium,F,I1,58.9,2841,2841,48.23429542,Negative,SP
636,0.95,Fair,G,SI1,66.7,2841,2990.526316,42.59370315,SN,SP
637,0.73,Ideal,D,SI1,61.4,2841,3891.780822,46.27035831,Negative,SP
638,0.73,Premium,F,VS2,59.9,2841,3891.780822,47.42904841,SN,SP
639,0.73,Premium,G,VS1,61.4,2841,3891.780822,46.27035831,SN,SP
640,0.8,Ideal,I,VS1,62.6,2842,3552.5,45.39936102,SP,SP
641,0.7,Premium,F,VS2,58.7,2842,4060,48.41567291,NR,SP
642,0.7,Very Good,E,VS2,60.2,2843,4061.428571,47.22591362,NR,SP
643,0.7,Very Good,E,VS2,62.7,2843,4061.428571,45.34290271,NR,SP
644,0.71,Very Good,E,VS2,59.4,2843,4004.225352,47.86195286,Negative,SP
645,0.81,Very Good,F,SI2,63.2,2843,3509.876543,44.98417722,Positive,SP
646,0.71,Very Good,D,SI1,61.5,2843,4004.225352,46.22764228,Positve,SP
647,0.73,Ideal,G,VVS2,61.3,2843,3894.520548,46.37846656,NR,SP
648,0.73,Very Good,F,VS1,61.8,2843,3894.520548,46.00323625,NR,SP
649,0.72,Ideal,E,VS2,62,2843,3948.611111,45.85483871,SP,SP
650,0.81,Ideal,F,SI2,62.1,2843,3509.876543,45.78099839,SN,SP
651,0.71,Ideal,G,VVS2,60.7,2843,4004.225352,46.8369028,SN,SP
652,0.73,Very Good,E,SI1,57.7,2844,3895.890411,49.28942808,Negative,SP
653,0.7,Very Good,E,VS1,62,2844,4062.857143,45.87096774,Negative,SP
654,1.01,Ideal,I,I1,61.5,2844,2815.841584,46.24390244,Negative,SP
655,1.01,Good,I,I1,63.1,2844,2815.841584,45.07131537,Negative,SP
656,0.79,Ideal,H,VS2,62.5,2844,3600,45.504,SN,SP
657,0.7,Very Good,E,VS2,61.8,2845,4064.285714,46.03559871,Negative,SP
658,0.7,Very Good,E,VS2,58.9,2845,4064.285714,48.30220713,SN,SP
659,0.8,Good,H,VS2,63.4,2845,3556.25,44.87381703,SN,SP
660,1.27,Premium,H,SI2,59.3,2845,2240.15748,47.97639123,,
661,0.79,Ideal,D,SI1,61.5,2846,3602.531646,46.27642276,,
662,0.72,Very Good,F,VS1,60.2,2846,3952.777778,47.27574751,,
663,0.73,Ideal,H,VVS2,61.6,2846,3898.630137,46.2012987,,
664,1.01,Fair,H,SI2,65.4,2846,2817.821782,43.51681957,,
665,1.01,Good,H,I1,64.2,2846,2817.821782,44.33021807,,
666,0.73,Ideal,E,SI1,59.1,2846,3898.630137,48.15566836,,
667,0.7,Ideal,E,SI1,61.6,2846,4065.714286,46.2012987,,
668,0.7,Good,F,VS2,59.1,2846,4065.714286,48.15566836,,
669,0.77,Premium,E,SI1,62.9,2846,3696.103896,45.24642289,,
670,0.77,Premium,G,VS2,61.3,2846,3696.103896,46.4274062,SP,SP
671,0.77,Premium,G,VS1,61.4,2846,3696.103896,46.35179153,NR,SP
